English (en)	Dutch (nl) Annaïs	PoS-tag (Penn Treebank)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
halter	halster	NN (Noun, singular or mass)	0	1	1	0	0	1	0	1	0	0
halting	stopzetting	NN (Noun, singular or mass)	0	1	0	0	0	1	0	1	0	0
halve	halveren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
halving	halvering	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ham	ham	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hamlet	gehucht	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hammer	hamer	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hammering	gehamer	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hammock	hangmat	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hamper	hinderen	VB (Verb, base form)	0	1	0	0	0	0	0	0	0	0
hamstring	hamstring	NN (Noun, singular or mass)	0	1	1	0	0	0	0	1	0	0
hand	hand	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
handbook	handboek	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	1
handful	handvol	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
handicap	handicap	NN (Noun, singular or mass)	0	1	0	0	0	0	0	1	0	0
handicraft	handwerk	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
handiwork	handwerk	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
handkerchief	zakdoek	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
handle	handvat	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
handsome	knap	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
handwriting	handschrift	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
handy	handig	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
hang	hangen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
hangar	hangar	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hanging	opknoping	NN (Noun, singular or mass)	0	1	1	0	1	1	0	1	0	0
hangman	beul	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
hangout	ontmoetingsplek	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hank	streng	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hankering	hunkering	NN (Noun, singular or mass)	0	0	0	1	0	0	0	0	0	0
hap	NO TRANSLATION		0	0	0	1	0	0	0	0	1	0
haphazard	lukraak	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
happen	gebeuren	VB (Verb, base form)	0	0	0	1	0	0	0	0	0	0
happening	gebeurtenis	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
happily	gelukkig	RB (Adverb)	1	0	0	0	0	0	1	0	0	0
happiness	geluk	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	0	0
happy	gelukkig	JJ (Adjective)	1	0	0	1	0	0	1	0	0	1
harass	kwellen	VB (Verb, base form)	0	1	1	0	1	0	0	0	0	0
harassing	intimiderend	VBG (Verb, gerund or present participle)	0	0	1	0	0	0	0	0	0	0
harbinger	voorbode	NN (Noun, singular or mass)	0	1	1	1	0	1	0	0	0	0
harbor	haven	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	1
harden	verharden	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
hardened	gehard	VBN (Verb, past participle)	0	1	1	0	1	1	0	0	0	0
hardening	verharding	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hardness	hardheid	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
hardship	ontbering	NN (Noun, singular or mass)	0	1	0	0	0	0	0	1	0	0
hardware	hardware	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hardy	winterhard	JJ (Adjective)	1	0	0	0	0	0	1	0	0	1
hare	haas	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
harem	harem	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
harlot	hoer	NN (Noun, singular or mass)	0	1	0	0	1	0	0	0	0	0
harm	kwaad	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
harmful	schadelijk	JJ (Adjective)	0	1	1	0	1	1	0	1	0	0
harmonica	mondharmonica	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
harmonics	harmonisch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
harmoniously	harmonieus	RB (Adverb)	1	0	0	0	0	0	1	0	0	1
harmonize	harmoniëren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
harmony	harmonie	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	0	1
harness	harnas	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
harper	harpspeler	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
harpsichord	klavecimbel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
harrowing	hartverscheurend	JJ (Adjective)	0	1	0	0	0	1	0	0	0	0
harry	harry	NNP (Proper noun, singular)	0	1	1	0	0	0	0	1	0	0
harshness	hardheid	NN (Noun, singular or mass)	0	1	1	0	0	1	0	0	0	0
hart	hert	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
harvest	oogst	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	0	0
hash	hasj	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
hashish	hasj	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
haste	haast	NN (Noun, singular or mass)	0	0	0	1	0	0	0	0	0	0
hasten	bespoedigen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
hastily	haastig	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
hasty	haastig	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
hat	hoed	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hatch	broeden	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
hatchet	bijl	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hate	een hekel hebben aan	VB (Verb, base form)	0	1	1	0	1	1	0	1	0	0
hateful	hatelijk	JJ (Adjective)	0	1	1	0	1	1	0	1	0	0
hating	haten	VBG (Verb, gerund or present participle)	0	1	1	0	0	0	0	0	0	0
hatred	haat	NN (Noun, singular or mass)	0	1	1	0	1	1	0	1	0	0
haughty	hooghartig	JJ (Adjective)	0	1	1	0	0	0	0	0	0	0
haul	trek	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
haulage	goederenvervoer	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
haunt	spoken	VB (Verb, base form)	0	1	0	0	0	1	0	0	0	0
haunted	gekweld	JJ (Adjective)	0	1	0	0	0	1	0	1	0	0
haven	veilige haven	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
havoc	verwoesting	NN (Noun, singular or mass)	0	1	1	0	0	1	0	0	0	0
haw	meidoorn	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hawk	havik	NN (Noun, singular or mass)	0	0	0	0	0	1	0	0	0	0
hawking	Hawking	NNP (Proper noun, singular)	0	0	0	0	0	0	0	0	0	0
hazard	risico	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
hazardous	gevaarlijk	JJ (Adjective)	0	1	0	0	0	1	0	0	0	0
haze	nevel	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
hazy	vaag	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
head	hoofd	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
headache	hoofdpijn	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
headdress	hoofdtooi	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
header	hoofd	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
headgear	hoofddeksel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
heading	titel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
headland	kaap	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
headlight	koplamp	NN (Noun, singular or mass)	0	0	0	1	0	0	0	0	0	0
headline	opschrift	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
headlong	hals over kop	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
headquarters	hoofdkwartier	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
headstone	grafteken	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
headway	vooruitgang	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
heady	koppig	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
heal	genezen	VB (Verb, base form)	1	0	0	0	0	0	1	0	0	1
healing	genezing	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	0	1
health	Gezondheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
healthful	gezond	JJ (Adjective)	1	0	0	0	0	0	1	0	0	0
healthy	gezond	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
heap	hoop	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hear	horen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
hearer	toehoorder	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hearing	gehoor	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
hearsay	gerucht	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
hearse	lijkwagen	NN (Noun, singular or mass)	0	1	0	0	0	1	0	1	0	0
heart	hart	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
heartache	hartzeer	NN (Noun, singular or mass)	0	1	0	0	0	0	0	1	0	0
heartburn	maagzuur	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
heartfelt	oprecht	JJ (Adjective)	1	0	0	0	0	0	1	1	0	1
hearth	haard	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
heartily	hartelijk	RB (Adverb)	1	0	0	0	0	0	1	0	0	0
heartless	harteloos	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
hearts	harten	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
heartworm	hartworm	NN (Noun, singular or mass)	0	0	0	0	1	0	0	0	0	0
heat	warmte	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
heated	verhitte	VBN (Verb, past participle)	0	0	0	0	0	0	0	0	0	0
heater	verwarmer	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
heath	heide	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
heathen	heiden	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
heather	heide	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
heating	verwarming	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
heave	tillen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
heavenly	hemels	JJ (Adjective)	1	0	0	1	0	0	1	0	0	1
heavens	hemelen	NNS (Noun, plural)	1	0	0	0	0	0	1	0	0	1
heavily	hard	RB (Adverb)	0	1	0	0	0	0	0	0	0	0
heaviness	zwaarte	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
heaving	heffen	VBG (Verb, gerund or present participle)	0	0	0	0	0	0	0	0	0	0
hectares	hectare	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
hectic	hectische	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
hedge	haag	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hedgehog	egel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hedonism	hedonisme	NN (Noun, singular or mass)	1	1	0	0	0	0	1	0	0	0
heed	aandacht	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
heel	hiel	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
heels	hakken	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
heft	gewicht	NN (Noun, singular or mass)	1	0	0	1	0	1	0	0	0	0
hegemonic	hegemonische	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
heifer	vaars	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
height	hoogte	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
heighten	verhogen	VB (Verb, base form)	0	1	0	0	0	1	0	0	0	0
heinous	gruwelijk	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
heir	erfgenaam	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
heiress	erfgename	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
heirloom	erfstuk	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
heirs	erven	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
helical	schroefvormig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
helix	schroef	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hell	hel	NN (Noun, singular or mass)	0	1	1	0	1	1	0	1	0	0
hellish	hels	JJ (Adjective)	0	1	1	0	1	1	0	1	0	0
helm	roer	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
helmet	helm	NN (Noun, singular or mass)	1	0	0	0	0	1	0	0	0	0
helper	helper	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
helpful	nuttig	JJ (Adjective)	1	0	0	0	0	0	1	0	0	1
helpless	hulpeloos	JJ (Adjective)	0	1	0	0	0	1	0	1	0	0
helplessness	hulpeloosheid	NN (Noun, singular or mass)	0	1	0	0	0	1	0	1	0	0
hem	zoom	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hematite	hematiet	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hemi	hemi	VBN (Verb, past participle)	0	0	0	0	0	0	0	0	0	0
hemisphere	halfrond	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hemispheric	hemisferisch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
hemlock	scheerling	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hemorrhage	bloeding	NN (Noun, singular or mass)	0	1	0	0	1	1	0	1	0	0
hemorrhoids	aambeien	NNS (Noun, plural)	0	1	0	0	0	0	0	0	0	0
hemp	hennep	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hen	kip	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
henceforth	voortaan	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
herald	heraut	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
heraldry	heraldiek	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
herb	kruid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
herbaceous	kruidachtig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
herbal	kruidig	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
herbarium	herbarium	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
herd	kudde	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hereditary	erfelijk	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
heredity	erfelijkheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
heresy	ketterij	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
heretic	ketter	NN (Noun, singular or mass)	0	1	0	0	1	0	0	0	0	0
heretical	ketters	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
heretofore	voorheen	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
hereunto	hiertoe	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
herewith	hierbij	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
heritage	erfgoed	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	1
hermaphrodite	hermafrodiet	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	1	0
hermeneutics	hermeneutiek	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hermit	kluizenaar	NN (Noun, singular or mass)	0	0	0	0	0	0	0	1	0	1
hernia	hernia	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hero	held	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	1	1
heroic	heldhaftig	JJ (Adjective)	1	0	0	0	0	0	1	0	1	1
heroics	heldendaden	NNS (Noun, plural)	1	0	0	0	0	0	0	0	0	0
heroin	heroïne	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
heroine	heldin	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
heroism	heldenmoed	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	1	1
herpes	herpes	NN (Noun, singular or mass)	0	1	0	0	1	0	0	0	0	0
herpesvirus	herpesvirus	NN (Noun, singular or mass)	0	1	0	0	1	0	0	0	0	0
hesitating	aarzelend	VBG (Verb, gerund or present participle)	0	0	0	0	0	0	0	0	0	0
hesitation	aarzeling	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
heterogeneity	heterogeniteit	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hew	houwen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
hexagon	zeshoek	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
heyday	bloeitijd	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	0	1
hiatus	hiaat	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hibernate	overwinteren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
hibernation	winterslaap	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hiccup	hik	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hidden	verborgen	VBN (Verb, past participle)	0	1	0	0	0	0	0	0	0	0
hide	verbergen	VB (Verb, base form)	0	0	0	0	0	1	0	0	0	0
hideous	afschuwelijk	JJ (Adjective)	0	1	0	0	1	1	0	1	0	0
hiding	verbergen	VBG (Verb, gerund or present participle)	0	0	0	0	0	1	0	0	0	0
hierarchical	hiërarchische	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
high	hoog	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
higher	hoger	JJR (Adjective, comparative)	0	0	0	0	0	0	0	0	0	0
highest	hoogst	JJS (Adjective, superlative)	1	1	0	1	0	1	1	0	1	0
highland	hoogland	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
highlands	hooglanden	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
hight	hoogte	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
highway	snelweg	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hiker	wandelaar	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hilarious	hilarisch	JJ (Adjective)	1	0	0	0	0	0	1	0	1	0
hilarity	hilariteit	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	0	0
hill	heuvel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hilly	heuvelachtig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
hilt	gevest	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hind	hinde	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hindering	belemmerend	VBG (Verb, gerund or present participle)	0	1	0	0	0	0	0	1	0	0
hindrance	hinder	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
hinge	scharnier	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hint	wenk	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hinterland	achterland	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hip	heup	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hippie	hippie	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
hire	huren	VB (Verb, base form)	1	0	0	1	0	0	1	0	0	1
hirsute	behaard	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
hiss	fluiten	VB (Verb, base form)	0	1	1	0	0	1	0	0	0	0
hissing	sissend	VBG (Verb, gerund or present participle)	0	1	0	0	0	0	0	0	0	0
histology	histologie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
historian	geschiedschrijver	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
historic	historisch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
historiography	historiografie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
history	geschiedenis	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hit	raken	VB (Verb, base form)	0	1	1	0	0	0	0	0	0	0
hitherto	tot nu toe	RB (Adverb)	0	1	0	0	0	0	0	0	0	0
hive	bijenkorf	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
hoard	schat	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hoarse	hees	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
hoary	grijs	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
hoax	bedrog	NN (Noun, singular or mass)	0	1	1	0	1	0	0	1	1	0
hob	haardplaat	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hobby	hobby	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	0	0
hobo	landloper	NN (Noun, singular or mass)	0	1	0	0	0	0	0	1	0	0
hockey	hockey	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hoe	schoffel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hog	varken	NN (Noun, singular or mass)	0	1	0	0	1	0	0	0	0	0
hoist	hijsen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
hold	houden	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
holder	houder	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
holding	bezit	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hole	gat	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
holiday	vakantie	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	0	0
holiness	heiligheid	NN (Noun, singular or mass)	1	0	0	1	0	1	1	0	1	1
hollow	hol	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
holocaust	brandoffer	NN (Noun, singular or mass)	0	1	1	0	1	1	0	1	0	0
holy	heilig	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
homage	hulde	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
homeless	dakloos	JJ (Adjective)	0	1	1	1	1	1	0	1	0	0
homeopathic	homeopathisch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
homeopathy	homeopathie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
homesick	heimwee hebbend	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
homestead	hoeve	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
homework	huiswerk	NN (Noun, singular or mass)	0	0	0	0	0	1	0	0	0	0
homicidal	moorddadig	JJ (Adjective)	0	1	1	0	0	1	0	0	0	0
homicide	moord	NN (Noun, singular or mass)	0	1	1	0	1	1	0	1	0	0
homily	zedenpreek	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
homogeneity	homogeniteit	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
homogeneous	homogeen	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
homologous	homoloog	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
homologue	homoloog	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
homology	homologie	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
homosexual	homoseksueel	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
homosexuality	homoseksualiteit	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
hone	scherpen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
honest	eerlijk	JJ (Adjective)	1	0	1	0	1	1	1	1	0	1
honesty	eerlijkheid	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
honey	honing	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
honeycomb	honingraat	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
honeymoon	huwelijksreis	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	1	1
honeysuckle	kamperfoelie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
honor	eer	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
honorable	eervol	JJ (Adjective)	1	0	0	0	0	0	0	0	0	1
honorarium	honorarium	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hood	kap	NN (Noun, singular or mass)	0	1	1	0	1	1	0	0	0	0
hooded	met capuchon	JJ (Adjective)	0	0	0	0	0	1	0	0	0	0
hoof	hoef	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hook	haak	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hooked	verslaafd	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
hooker	hoer	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hoop	hoepel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hoot	toeteren	VB (Verb, base form)	0	1	1	0	1	0	0	0	0	0
hop	hop	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hope	hoop	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	1	1
hopeful	hoopvol	JJ (Adjective)	1	0	0	1	0	0	1	0	1	1
hopeless	hopeloos	JJ (Adjective)	0	1	0	0	0	1	0	1	0	0
hopelessness	hopeloosheid	NN (Noun, singular or mass)	0	1	1	0	1	1	0	1	0	0
hopes	hoop	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
hoping	hopend	VBG (Verb, gerund or present participle)	0	0	0	0	0	0	0	0	0	0
hopper	trechter	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
horde	horde	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	1	0
horizon	horizon	NN (Noun, singular or mass)	1	0	0	1	0	0	0	0	0	0
horizontal	horizontaal	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
horizontally	horizontaal	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
horn	Hoorn	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
hornet	horzel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
horny	geile	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
horoscope	horoscoop	NN (Noun, singular or mass)	0	0	0	1	0	0	0	0	0	0
horrible	verschrikkelijk	JJ (Adjective)	0	1	1	0	1	1	0	0	0	0
horribly	verschrikkelijk	RB (Adverb)	0	1	0	0	0	0	0	0	0	0
horrid	afschuwelijk	JJ (Adjective)	0	1	1	0	1	1	0	1	0	0
horrific	gruwelijk	JJ (Adjective)	0	1	1	0	1	1	0	1	0	0
horrified	geschokt	JJ (Adjective)	0	1	0	0	0	1	0	0	0	0
horrifying	gruwelijke	JJ (Adjective)	0	1	0	0	1	1	0	1	0	0
horror	verschrikking	NN (Noun, singular or mass)	0	1	1	0	1	1	0	1	1	0
horrors	verschrikkingen	NNS (Noun, plural)	0	1	0	0	0	1	0	1	0	0
